t_yr,body,a_au,e,inc_deg,Omega_deg,omega_deg,f_deg
5000.0,Barnard d,0.01879745398808454,0.022013173993280438,0.0,0.0,21.59601,253.60847
5000.0,Barnard b,0.022903256843516222,0.016396670590353712,0.0,0.0,294.79397,122.94331
5000.0,Barnard c,0.027397373943863365,0.02642546969904743,0.0,0.0,138.58374,162.28198
5000.0,Barnard e,0.03810377787981396,0.07657468330303148,0.0,0.0,210.85447,189.71415
10000.0,Barnard d,0.018800317048931613,0.03841162334393874,0.0,0.0,203.4305,198.55243
10000.0,Barnard b,0.02289854844740034,0.05451406436806567,0.0,0.0,166.39093,354.251
10000.0,Barnard c,0.02739772860623579,0.03404995305581337,0.0,0.0,131.0712,127.24893
10000.0,Barnard e,0.03810467272666814,0.030973116876065642,0.0,0.0,10.63492,191.09695
15000.0,Barnard d,0.018797052984982604,0.018058020695338184,0.0,0.0,184.92727,156.21243
15000.0,Barnard b,0.022907441997096004,0.0274356291798826,0.0,0.0,33.10168,285.03289
15000.0,Barnard c,0.027395678932330268,0.02382974424402153,0.0,0.0,1.20463,316.40651
15000.0,Barnard e,0.03810492640966301,0.0753900565337451,0.0,0.0,129.4142,109.15943
20000.0,Barnard d,0.01879601133469275,0.0720078654671797,0.0,0.0,84.70273,212.78298
20000.0,Barnard b,0.022903473065263014,0.0207170882884227,0.0,0.0,75.5389,171.0053
20000.0,Barnard c,0.02739931099394425,0.020179674984945974,0.0,0.0,65.83542,110.39055
20000.0,Barnard e,0.038104524418400315,0.04069098325898808,0.0,0.0,310.47779,190.78373
25000.0,Barnard d,0.01879650662551212,0.0475532408194573,0.0,0.0,329.25113,19.23769
25000.0,Barnard b,0.022903461680631516,0.007289631224976258,0.0,0.0,264.44045,8.62955
25000.0,Barnard c,0.027398372440622373,0.022914210829759207,0.0,0.0,263.25288,318.27055
25000.0,Barnard e,0.03810360280548152,0.06870019953288584,0.0,0.0,47.11476,55.40856
30000.0,Barnard d,0.018799970734909043,0.03789325691071912,0.0,0.0,317.0394,161.77645
30000.0,Barnard b,0.022898200171660502,0.04809000108465501,0.0,0.0,356.72053,23.90796
30000.0,Barnard c,0.027400294205800042,0.019421208255409585,0.0,0.0,37.40657,95.67371
30000.0,Barnard e,0.03810397260419403,0.05435758786199032,0.0,0.0,237.55042,182.00722
35000.0,Barnard d,0.0187985073661786,0.04444637976306273,0.0,0.0,199.68003,129.75885
35000.0,Barnard b,0.022896833617295966,0.04685136449544021,0.0,0.0,226.72493,340.14552
35000.0,Barnard c,0.02740398774173449,0.0013391976439204078,0.0,0.0,229.98136,38.59056
35000.0,Barnard e,0.038102203573458567,0.05661681511128179,0.0,0.0,327.42246,99.51872
40000.0,Barnard d,0.01879750359044105,0.01776136127170502,0.0,0.0,257.15419,201.09328
40000.0,Barnard b,0.022903412917643185,0.013774630584761268,0.0,0.0,206.24138,42.04928
40000.0,Barnard c,0.027396931824575074,0.044012513704583894,0.0,0.0,284.63678,109.67595
40000.0,Barnard e,0.038101785178503836,0.06539490185097785,0.0,0.0,156.97121,24.50461
45000.0,Barnard d,0.018798078481467063,0.04709157386969229,0.0,0.0,111.17568,180.4732
45000.0,Barnard b,0.022899029714872354,0.027264231209544486,0.0,0.0,90.76294,141.9672
45000.0,Barnard c,0.027403875469981662,0.043178567185191495,0.0,0.0,165.45723,49.18808
