t_yr,body,a_au,e,inc_deg,Omega_deg,omega_deg,f_deg
0.6666666666666666,Alpha Centauri B,23.575448870644436,0.5158380266098507,79.21358,-155.13657,231.75476,10.73135
0.6666666666666666,Alpha Centauri A b,1.574188436324923,0.09054060848708308,63.25469,-155.03525,303.99149,45.4867
0.6666666666666666,Dante,0.000667274537058914,0.016289315487337287,63.49817,-154.69631,256.00993,338.42593
0.6666666666666666,Hades,0.0008935689583477722,0.027593753676327663,61.5037,-154.00543,168.48742,101.88535
0.6666666666666666,Pandora,0.0015037064134806098,0.007083433200684015,63.18143,-155.1286,49.23702,340.2954
0.6666666666666666,Cassandra,0.004119999400341525,0.04289170420706842,118.58421,23.9318,221.94927,138.99624
0.6666666666666666,Chaos,0.010542776244802744,0.08708421956802313,121.64833,24.36419,196.12646,113.16385
1.3333333333333333,Alpha Centauri B,23.545735395279156,0.5153497040936554,79.20946,-155.14756,231.60087,21.46316
1.3333333333333333,Alpha Centauri A b,1.5820434141068358,0.10463012864503587,63.30973,-154.91498,308.44183,163.49487
1.3333333333333333,Dante,0.0006665521493298859,0.020804515048959096,63.05063,-154.61773,129.96459,355.4652
1.3333333333333333,Hades,0.0008930605583071644,0.030106450206507464,64.18668,-157.05918,289.68299,249.13582
1.3333333333333333,Pandora,0.0015036364112777888,0.0053285957371807,63.15207,-155.16297,358.98914,63.49608
1.3333333333333333,Cassandra,0.004037347877557434,0.06627594792966586,118.15596,23.19154,232.28551,299.70977
1.3333333333333333,Chaos,0.01008408039732002,0.11552966142855722,121.7411,23.84598,190.54152,223.74028
2.0,Alpha Centauri B,23.67251851152864,0.5178371798789638,79.20848,-155.15029,231.71572,31.45654
2.0,Alpha Centauri A b,1.597244068043448,0.10927358991107981,63.30497,-154.85861,305.57533,277.0818
2.0,Dante,0.0006664768883150539,0.02053235805979451,62.72957,-154.97963,332.71026,23.389
2.0,Hades,0.0009026882905425604,0.048920424520902894,63.24633,-152.92098,91.12548,356.42737
2.0,Pandora,0.0015036015998354628,0.003537335547875358,63.17712,-155.21593,173.48636,277.9823
2.0,Cassandra,0.004065921131989755,0.06972601756005428,117.40621,22.73874,256.02316,106.69857
2.0,Chaos,0.010328094633027233,0.13224322342669126,121.69257,23.58293,199.47272,358.12022
2.6666666666666665,Alpha Centauri B,23.576397327681505,0.5157348045146292,79.2093,-155.13499,231.74468,40.91222
2.6666666666666665,Alpha Centauri A b,1.5903205850149,0.10506202287099722,63.30417,-154.73727,306.64481,63.8878
2.6666666666666665,Dante,0.0006665953466332028,0.01089397967564363,62.80139,-155.4816,209.99123,24.75002
2.6666666666666665,Hades,0.0008942702300877536,0.029816373246103846,62.19923,-157.06857,275.08901,77.56353
2.6666666666666665,Pandora,0.0015036232220864624,0.006962117180396587,63.23266,-155.21003,112.48111,7.05096
2.6666666666666665,Cassandra,0.004092213714906681,0.07016705964199563,116.62854,22.61838,259.21515,268.23585
2.6666666666666665,Chaos,0.010251588870656797,0.12688583079894789,121.5317,22.95713,203.13379,128.18013
3.3333333333333335,Alpha Centauri B,23.546238748616204,0.5154980153988308,79.21122,-155.14995,231.57275,49.86243
3.3333333333333335,Alpha Centauri A b,1.5819016590052506,0.10806626771372495,63.31872,-154.62682,309.93563,176.7678
3.3333333333333335,Dante,0.0006667448138672639,0.0072726309449264665,63.21053,-155.71084,146.17443,322.21956
3.3333333333333335,Hades,0.0008917587087133788,0.029649522341523966,64.94922,-154.08891,33.6214,215.16297
3.3333333333333335,Pandora,0.0015038023740927993,0.0013183799152730264,63.24643,-155.15892,42.6258,106.83097
3.3333333333333335,Cassandra,0.004019332187601824,0.06282917112471471,115.82895,22.91034,286.71829,72.8497
3.3333333333333335,Chaos,0.010087678964532873,0.136705160378655,121.47814,22.53362,196.8347,228.27425
4.0,Alpha Centauri B,23.666572599508847,0.5176315563184589,79.21032,-155.14825,231.76945,57.71707
4.0,Alpha Centauri A b,1.581709060983485,0.10887347896730332,63.28275,-154.59042,312.47032,288.88844
4.0,Dante,0.0006674762754471631,0.021174726301798265,63.60879,-155.47578,15.42249,333.93149
4.0,Hades,0.0008981971097153747,0.04120822719302413,61.20568,-155.09207,196.22084,318.45426
4.0,Pandora,0.0015037584989609537,0.006686971335201096,63.21549,-155.13927,218.50762,320.18534
4.0,Cassandra,0.004127210423601349,0.0419831415962843,115.22981,23.48011,298.68505,230.47904
4.0,Chaos,0.01067205291144289,0.16408549497739497,121.184,22.1716,196.37193,357.83138
4.666666666666667,Alpha Centauri B,23.57410832043774,0.5155949652582933,79.20563,-155.13595,231.72981,65.10456
4.666666666666667,Alpha Centauri A b,1.5949137712887798,0.10600215482250337,63.25211,-154.52785,310.92845,79.24058
4.666666666666667,Dante,0.0006676296036176512,0.02493760811312434,63.67808,-154.98489,236.2731,6.26569
4.666666666666667,Hades,0.0008955834356802335,0.03888755276737791,64.89345,-156.29892,21.92265,41.19169
4.666666666666667,Pandora,0.0015038842523041505,0.006808624748121498,63.20501,-155.1696,171.96197,39.77588
4.666666666666667,Cassandra,0.004014929204836289,0.05046185529475833,114.84151,24.29516,346.95965,6.44107
4.666666666666667,Chaos,0.010010125851586477,0.12598556481146095,120.93685,21.62618,201.22715,140.11602
5.333333333333333,Alpha Centauri B,23.550564683111322,0.5157496488623666,79.21448,-155.15147,231.55384,71.96828
5.333333333333333,Alpha Centauri A b,1.5903577396626163,0.10252160837703503,63.2464,-154.46304,312.12205,189.54747
5.333333333333333,Dante,0.0006667809688148183,0.020842374723579016,63.36526,-154.62385,86.83191,34.00664
5.333333333333333,Hades,0.0008909474826821157,0.026769146351385217,62.28202,-153.17362,146.947,174.70712
5.333333333333333,Pandora,0.001503635943312197,0.001755655387629737,63.24199,-155.18096,338.09429,262.86051
5.333333333333333,Cassandra,0.004101871449532848,0.04634334413948947,114.82131,25.19105,21.67509,151.55956
5.333333333333333,Chaos,0.010543517579841863,0.11222739718085657,120.64305,21.27589,189.71603,282.37395
6.0,Alpha Centauri B,23.661227868742653,0.517365728164814,79.20932,-155.14506,231.81501,77.7934
6.0,Alpha Centauri A b,1.5755075329532635,0.10134082981637976,63.21827,-154.44598,313.54185,308.13041
6.0,Dante,0.0006662058256545022,0.004958698528375896,62.9246,-154.69552,351.51284,16.24451
6.0,Hades,0.0008924381714303742,0.03200882127806186,63.17793,-157.39204,317.29821,265.85298
6.0,Pandora,0.0015036493936709642,0.007083581885210973,63.26602,-155.13197,272.34755,358.64241
6.0,Cassandra,0.004059210114042601,0.07071961105479709,115.06734,26.04022,34.31109,311.99666
6.0,Chaos,0.009984633521459065,0.10220859322114817,120.41774,20.88311,202.54231,102.56463
6.666666666666667,Alpha Centauri B,23.57008790489425,0.5154758185583895,79.20407,-155.13847,231.70564,83.45579
6.666666666666667,Alpha Centauri A b,1.5891476146654915,0.10264325137406749,63.19243,-154.42639,310.70074,97.92426
6.666666666666667,Dante,0.0006663142611459216,0.01137054950477681,62.71551,-155.13724,292.59932,312.52647
6.666666666666667,Hades,0.0008964810257655778,0.04531124490619749,64.26362,-153.2513,120.28903,358.24869
6.666666666666667,Pandora,0.001503582021524617,0.0031297215517701363,63.23143,-155.08356,212.65842,88.51842
6.666666666666667,Cassandra,0.0040440451587182916,0.070206118402918,115.65353,26.69661,57.03009,118.84098
6.666666666666667,Chaos,0.010454587382990339,0.09547254590192013,119.90991,20.59806,201.05557,245.10557
7.333333333333333,Alpha Centauri B,23.556454728840855,0.5160392487909807,79.21821,-155.15169,231.54615,88.69061
7.333333333333333,Alpha Centauri A b,1.6003278693497054,0.0972975349552441,63.18243,-154.3946,308.91282,207.9615
7.333333333333333,Dante,0.0006675450813293867,0.02668911967470693,62.90233,-155.58249,150.54286,345.2612
7.333333333333333,Hades,0.0008924056258759144,0.029908183177656037,61.42923,-156.2012,286.784,94.81769
7.333333333333333,Pandora,0.0015036722771427065,0.005286451655847673,63.1819,-155.09804,29.18652,301.02068
7.333333333333333,Cassandra,0.0041146250860246555,0.07054183593113479,116.3828,27.08054,60.90987,281.19314
7.333333333333333,Chaos,0.010019562173176969,0.09563853748743684,119.57112,20.20907,224.30029,29.74105
8.0,Alpha Centauri B,23.65618421870876,0.5170308913487467,79.20546,-155.14219,231.85433,93.03567
8.0,Alpha Centauri A b,1.5843821551117603,0.10285601639364908,63.16665,-154.39061,310.70115,332.6006
8.0,Dante,0.0006685339946334929,0.026721448442067627,63.34252,-155.67829,358.76018,12.11279
8.0,Hades,0.0008906021775976366,0.027662948517968113,65.19803,-155.20234,84.55839,198.60936
8.0,Pandora,0.0015040265851255514,0.006963626172803069,63.17884,-155.14394,339.36275,21.53835
8.0,Cassandra,0.004009195466887551,0.0582211401128253,117.2093,27.06326,90.4279,83.94118
8.0,Chaos,0.010467116111133132,0.09224925318156542,119.15329,20.02523,231.60789,153.44257
8.666666666666666,Alpha Centauri B,23.56604085569121,0.5154269252098668,79.20493,-155.1413,231.6749,97.50347
8.666666666666666,Alpha Centauri A b,1.5761861338690608,0.10594015602199978,63.1527,-154.38257,306.93381,119.12186
8.666666666666666,Dante,0.0006669087228480692,0.017028844303061303,63.66544,-155.33845,216.56698,39.99761
8.666666666666666,Hades,0.0008959391531577027,0.0403944341622867,61.49791,-153.95341,218.0709,323.13114
8.666666666666666,Pandora,0.0015036611636707487,0.0008868910141318888,63.20911,-155.1463,153.88605,236.46183
8.666666666666666,Cassandra,0.004126059557938614,0.04119897935154668,117.96271,26.71577,103.26956,238.83095
8.666666666666666,Chaos,0.009975588009340917,0.12664390482864152,118.63735,19.7968,236.52828,244.99432
9.333333333333334,Alpha Centauri B,23.562982127559913,0.5163308400889229,79.22145,-155.15072,231.54945,101.58947
9.333333333333334,Alpha Centauri A b,1.5919393288179375,0.10457522575566762,63.14145,-154.37008,309.54498,222.9681
9.333333333333334,Dante,0.0006660332869051429,0.0034863678983875768,63.61522,-154.84804,156.14117,338.69841
9.333333333333334,Hades,0.0008958069387623327,0.03905539092727118,64.13237,-157.12589,40.2195,53.17121
9.333333333333334,Pandora,0.001503760558106657,0.0075391077704139485,63.20367,-155.10944,75.1213,344.96872
9.333333333333334,Cassandra,0.004027131600580875,0.05253450096423059,118.51043,26.03348,152.58248,15.15039
9.333333333333334,Chaos,0.01054409303761996,0.146190052084225,118.26111,19.74243,240.82242,21.98216
10.0,Alpha Centauri B,23.650174148888166,0.5166177775564097,79.19989,-155.14074,231.88298,104.92856
10.0,Alpha Centauri A b,1.5971071400718544,0.10973389466787187,63.13802,-154.37224,310.46488,355.304
10.0,Dante,0.0006662125644062808,0.01236649969381122,63.22493,-154.59612,37.16568,324.75905
10.0,Hades,0.0008916426851777499,0.027018365592665843,63.26749,-152.91216,195.19384,154.88614
10.0,Pandora,0.0015036497218467075,0.005125871766270559,63.15912,-155.11103,25.66271,62.78582
10.0,Cassandra,0.004084456870943187,0.05030262464855524,118.79504,25.15546,181.82455,161.98553
10.0,Chaos,0.010130758697001991,0.11997251588270799,117.83541,19.64803,239.59211,154.60637
10.666666666666666,Alpha Centauri B,23.56274037392035,0.5154641583870697,79.20779,-155.14354,231.64198,108.59413
10.666666666666666,Alpha Centauri A b,1.5794184822546118,0.10988005576073516,63.1295,-154.36733,309.91522,132.6919
10.666666666666666,Dante,0.0006671756608495197,0.025144180908629722,62.81757,-154.80437,263.23269,343.89087
10.666666666666666,Hades,0.0008948346988473571,0.032750300534509176,62.13958,-157.08556,318.42673,295.36055
10.666666666666666,Pandora,0.0015035028923051212,0.0034014711369600163,63.14107,-155.16829,194.17088,283.23484
10.666666666666666,Cassandra,0.004080499762816601,0.0744052791327255,118.7212,24.22875,195.4272,322.2612
10.666666666666666,Chaos,0.010374706590733583,0.13162175847748506,117.45143,19.70559,231.63318,287.55565
11.333333333333334,Alpha Centauri B,23.569920473489546,0.5165990000723975,79.22337,-155.14891,231.56387,111.86953
11.333333333333334,Alpha Centauri A b,1.5820877267371962,0.10761001154850908,63.12126,-154.36403,313.20104,235.61207
11.333333333333334,Dante,0.0006676024511641246,0.022886534250590916,62.7329,-155.30019,110.69544,7.68436
11.333333333333334,Hades,0.000900174657515703,0.047891975807068325,64.9859,-154.16846,136.99664,27.51676
11.333333333333334,Pandora,0.0015038141260250058,0.007055057117597755,63.18112,-155.21004,136.88316,11.00603
11.333333333333334,Cassandra,0.004027555380993276,0.06963136823599622,118.33388,23.41206,216.0019,129.56654
11.333333333333334,Chaos,0.010139873742113592,0.12720304783604883,117.02405,19.64647,242.25307,91.93448
12.0,Alpha Centauri B,23.642540226793407,0.5161575131925787,79.19441,-155.1411,231.89474,114.53731
12.0,Alpha Centauri A b,1.5996289780873936,0.10992624112093338,63.12106,-154.36329,314.16298,14.28673
12.0,Dante,0.0006673881316729136,0.015861578344491343,63.02741,-155.66573,335.24726,28.28105
12.0,Hades,0.0008923595108551282,0.026683321366675967,61.21686,-155.07352,297.53818,134.39266
12.0,Pandora,0.001503645312241736,0.001608120377516864,63.22343,-155.18601,43.82683,133.8549
12.0,Cassandra,0.00412681762685514,0.07074529074062215,117.67787,22.84139,219.84233,291.99498
12.0,Chaos,0.010329764958129792,0.10591805543744517,116.71671,19.65049,237.30048,231.12068
12.666666666666666,Alpha Centauri B,23.560360430350126,0.5155836029792417,79.21197,-155.14472,231.61055,117.64691
12.666666666666666,Alpha Centauri A b,1.5905790842507574,0.10389783404341368,63.11877,-154.36436,313.5929,144.87972
12.666666666666666,Dante,0.0006674350334559356,0.007982137729596902,63.47594,-155.61351,227.44883,7.17709
12.666666666666666,Hades,0.0008944297674798226,0.029826201148707307,64.90539,-156.35205,58.23765,278.8197
12.666666666666666,Pandora,0.0015039526125097966,0.007130258862703728,63.21287,-155.15018,243.62564,323.26074
12.666666666666666,Cassandra,0.004008768553209916,0.05595287376682175,116.89832,22.64018,250.86983,93.16775
12.666666666666666,Chaos,0.010048477304839178,0.1020118453239322,116.31895,19.76758,240.29122,44.0732
13.333333333333334,Alpha Centauri B,23.57726273504896,0.5168159947029194,79.22332,-155.14683,231.58979,120.33129
13.333333333333334,Alpha Centauri A b,1.5766304579381174,0.10292940855096305,63.11847,-154.36137,316.03742,249.97774
13.333333333333334,Dante,0.0006669179988106729,0.016068521830281443,63.69614,-155.17383,131.01082,339.08705
13.333333333333334,Hades,0.0009005458803068671,0.04871119710973056,62.34027,-153.13079,224.43637,26.86988
13.333333333333334,Pandora,0.0015037614275392724,0.006234987122989819,63.1866,-155.16656,196.75063,41.01636
13.333333333333334,Cassandra,0.0041195202565495566,0.04260812395718642,116.07309,22.77648,264.87839,246.44752
13.333333333333334,Chaos,0.010408370000141018,0.08817544600525246,115.97071,19.81115,239.71075,197.01589
14.0,Alpha Centauri B,23.633524055874787,0.5157130787150211,79.19074,-155.14284,231.88645,122.5583
14.0,Alpha Centauri A b,1.5847484533748604,0.10022618966685884,63.11321,-154.36199,313.16708,37.52079
14.0,Dante,0.0006664747619996997,0.021128616385521277,63.51586,-154.72651,1.48235,350.63045
14.0,Hades,0.00089254713855563,0.025981418532540757,63.12399,-157.39093,34.18424,126.71379
14.0,Pandora,0.0015035494580382294,0.001994020321361944,63.20779,-155.20356,357.46032,269.43035
14.0,Cassandra,0.004043600896384637,0.05514911165551231,115.41613,23.26937,316.95832,21.83706
14.0,Chaos,0.009997606357891323,0.09784547423813672,115.57567,19.7827,256.89137,325.88841
14.666666666666666,Alpha Centauri B,23.55884772426489,0.5157731346883734,79.21671,-155.14473,231.58329,125.25963
14.666666666666666,Alpha Centauri A b,1.5975430214732356,0.09673377747234946,63.11633,-154.36498,313.29041,160.57368
14.666666666666666,Dante,0.0006663583126352573,0.01858039162054039,63.08087,-154.61441,203.2304,20.39397
14.666666666666666,Hades,0.0008938809637831803,0.031094085043590996,64.33966,-153.29605,152.43478,269.7383
14.666666666666666,Pandora,0.0015036639815290695,0.007531838643803962,63.25698,-155.19129,297.75797,359.23783
14.666666666666666,Cassandra,0.004063083402479244,0.054511195972780285,114.92621,24.03825,342.98143,171.32742
14.666666666666666,Chaos,0.010430361676065055,0.08780338485552208,115.32389,20.08218,275.03415,111.32594
15.333333333333334,Alpha Centauri B,23.58498609043265,0.5169477097046643,79.22088,-155.14509,231.62693,127.49613
15.333333333333334,Alpha Centauri A b,1.5903008821400242,0.09910858070939263,63.11734,-154.36062,310.65017,273.68279
15.333333333333334,Dante,0.000667053655927584,0.011368432887255187,62.74279,-154.94662,92.4669,17.90052
15.333333333333334,Hades,0.0009023847962531367,0.04803041201933738,61.43027,-156.12488,319.77187,12.89478
15.333333333333334,Pandora,0.0015036021350345605,0.003459690483543009,63.26608,-155.12937,235.03032,92.24722
15.333333333333334,Cassandra,0.004105169485137688,0.07824554718414016,114.80314,24.89444,357.53675,333.7806
15.333333333333334,Chaos,0.010081656688356378,0.10908304444923587,114.79231,20.12692,269.61512,231.8539
16.0,Alpha Centauri B,23.623927336725817,0.51534884733598,79.18983,-155.14505,231.85992,129.44251
16.0,Alpha Centauri A b,1.577722713365755,0.0989330556937649,63.11627,-154.3626,309.63101,62.3346
16.0,Dante,0.0006680365266550402,0.011249555674697358,62.7944,-155.45029,9.0234,331.90186
16.0,Hades,0.0008932079722242911,0.02890673976391952,65.19624,-155.27172,139.33552,102.21332
