t_yr,body,a_au,e
880.0,TRAPPIST-1 f,0.03936683666694478,0.027896332999508482
880.0,TRAPPIST-1 g,0.047101414853258784,0.013599852730687685
880.0,TRAPPIST-1 h,0.06215763586444065,0.01918217601684532
880.0,TRAPPIST-1 e moon (safe),0.00013345210152328945,0.0906878863506461
880.0,TRAPPIST-1 g moon (risky),-1.392594454507938e-07,358283.46282470075
900.0,TRAPPIST-1 b,0.011521377893803008,0.02113415833543656
900.0,TRAPPIST-1 c,0.015832944569993464,0.020524931382557895
900.0,TRAPPIST-1 d,0.0223991123753197,0.012364740893927199
900.0,TRAPPIST-1 e,0.029171267647984833,0.0027005956327086564
900.0,TRAPPIST-1 f,0.039338304140330314,0.02484271708919087
900.0,TRAPPIST-1 g,0.04712461549585505,0.020595817441662473
900.0,TRAPPIST-1 h,0.062208983148671924,0.026840873488208256
900.0,TRAPPIST-1 e moon (safe),0.0001341591111329665,0.09288550978219405
900.0,TRAPPIST-1 g moon (risky),-2.823334274554445e-07,120632.29184613614
920.0,TRAPPIST-1 b,0.011518075399291188,0.023802323756707506
920.0,TRAPPIST-1 c,0.01582047762202473,0.02252200317390552
920.0,TRAPPIST-1 d,0.022364248209032673,0.00688523738312093
920.0,TRAPPIST-1 e,0.0292287946316415,0.012991925914066185
920.0,TRAPPIST-1 f,0.03931353015418666,0.017237930289787026
920.0,TRAPPIST-1 g,0.04716220572051133,0.027582964775853525
920.0,TRAPPIST-1 h,0.062298461520689054,0.03687224717572711
920.0,TRAPPIST-1 e moon (safe),0.00013394041824500223,0.05072477121729614
920.0,TRAPPIST-1 g moon (risky),-7.165503770249433e-07,95210.41092322863
940.0,TRAPPIST-1 b,0.011508369107163557,0.020942609867929902
940.0,TRAPPIST-1 c,0.01582115160918451,0.0219025391351319
940.0,TRAPPIST-1 d,0.022355999146014327,0.03388572821632942
940.0,TRAPPIST-1 e,0.029261514173574567,0.01091978022796682
940.0,TRAPPIST-1 f,0.039348455455994275,0.03238522862129112
940.0,TRAPPIST-1 g,0.04715124874417195,0.010861254583268528
940.0,TRAPPIST-1 h,0.062253837074030864,0.04034899271244178
940.0,TRAPPIST-1 e moon (safe),0.00013446775697563047,0.08257787745668538
940.0,TRAPPIST-1 g moon (risky),-7.395803624671025e-07,43046.054127537594
960.0,TRAPPIST-1 b,0.011542620975403057,0.017204990481660246
960.0,TRAPPIST-1 c,0.015830213104913105,0.010123394112135803
960.0,TRAPPIST-1 d,0.022317350009053747,0.04527250663979124
960.0,TRAPPIST-1 e,0.02927181843178144,0.010968079302568335
960.0,TRAPPIST-1 f,0.039363533166827946,0.01929649884224961
960.0,TRAPPIST-1 g,0.047124259357783596,0.02051583670611105
960.0,TRAPPIST-1 h,0.0621556191896537,0.04023256587527124
960.0,TRAPPIST-1 e moon (safe),0.00013375352673638302,0.08944993306050547
960.0,TRAPPIST-1 g moon (risky),-5.729417177055363e-07,123104.02357677417
980.0,TRAPPIST-1 b,0.011544655997821705,0.0013696275794265601
980.0,TRAPPIST-1 c,0.015834132880279985,0.011785502334257514
980.0,TRAPPIST-1 d,0.022338271577176858,0.014921598519860125
980.0,TRAPPIST-1 e,0.029299160439490497,0.018705488914041998
980.0,TRAPPIST-1 f,0.039378362402687155,0.01780372203820313
980.0,TRAPPIST-1 g,0.04711153544668387,0.015337685043617473
980.0,TRAPPIST-1 h,0.062240698072105305,0.04782273557125579
980.0,TRAPPIST-1 e moon (safe),0.00013281867732196058,0.09213327996991022
980.0,TRAPPIST-1 g moon (risky),-6.485659900600326e-07,92474.19164730547
1000.0,TRAPPIST-1 b,0.01154738339994884,0.007299152158436218
1000.0,TRAPPIST-1 c,0.015838240251184393,0.003986166152791997
1000.0,TRAPPIST-1 d,0.022343218465095373,0.01786428617773024
1000.0,TRAPPIST-1 e,0.029268011185332565,0.022496094220711266
1000.0,TRAPPIST-1 f,0.03932245409392603,0.027357809932492663
1000.0,TRAPPIST-1 g,0.047106111197983656,0.009927419604430469
1000.0,TRAPPIST-1 h,0.0622027301737206,0.037963285457426985
1000.0,TRAPPIST-1 e moon (safe),0.0001328477766764366,0.028186522632706223
1000.0,TRAPPIST-1 g moon (risky),-1.6646591640185765e-06,26330.954476135485
